case_id,strategy,answer_version,claim_id,claim_text,supporting_chunk_ids,supporting_passages,source_locations,structural_citation_valid,semantic_support_verdict,reviewer,review_notes
p4-dev-concurrent-013,selective,2,mock-claim-intent-0a5c8091c4,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-diagnostic-overdecomposition-001,full,1,mock-claim-intent-c09257fe8d,"Synthetic fixture catering options: the standard package includes vegetarian and non-vegetarian lunch, tea, and coffee. Dietary requests should be submitted with the booking.",synthetic.catering-options#chunk-0000,"Synthetic fixture catering options: the standard package includes vegetarian and non-vegetarian lunch, tea, and coffee. Dietary requests should be submitted with the booking.",synthetic://flowcontext/catering-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-diagnostic-overdecomposition-001,selective,1,mock-claim-intent-c09257fe8d,"Synthetic fixture catering options: the standard package includes vegetarian and non-vegetarian lunch, tea, and coffee. Dietary requests should be submitted with the booking.",synthetic.catering-options#chunk-0000,"Synthetic fixture catering options: the standard package includes vegetarian and non-vegetarian lunch, tea, and coffee. Dietary requests should be submitted with the booking.",synthetic://flowcontext/catering-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-diagnostic-partial-002,full,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-diagnostic-partial-002,full,2,claim-7c9f30b37236,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-diagnostic-partial-002,selective,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-diagnostic-partial-002,selective,2,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-package-001,full,1,mock-claim-intent-c09257fe8d,"Synthetic fixture catering options: the standard package includes vegetarian and non-vegetarian lunch, tea, and coffee. Dietary requests should be submitted with the booking.",synthetic.catering-options#chunk-0000,"Synthetic fixture catering options: the standard package includes vegetarian and non-vegetarian lunch, tea, and coffee. Dietary requests should be submitted with the booking.",synthetic://flowcontext/catering-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-package-001,selective,1,mock-claim-intent-c09257fe8d,"Synthetic fixture catering options: the standard package includes vegetarian and non-vegetarian lunch, tea, and coffee. Dietary requests should be submitted with the booking.",synthetic.catering-options#chunk-0000,"Synthetic fixture catering options: the standard package includes vegetarian and non-vegetarian lunch, tea, and coffee. Dietary requests should be submitted with the booking.",synthetic://flowcontext/catering-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-add-question-002,full,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-add-question-002,full,2,claim-7c9f30b37236,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-add-question-002,selective,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-add-question-002,selective,2,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-add-question-002,selective,2,mock-claim-intent-1d69541f11,"Synthetic fixture catering options: the standard package includes vegetarian and non-vegetarian lunch, tea, and coffee. Dietary requests should be submitted with the booking.",synthetic.catering-options#chunk-0000,"Synthetic fixture catering options: the standard package includes vegetarian and non-vegetarian lunch, tea, and coffee. Dietary requests should be submitted with the booking.",synthetic://flowcontext/catering-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-remove-003,full,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-remove-003,full,2,mock-claim-intent-999e5e3d6d,Older draft for Venue B in Pune says cancellation can occur 2 calendar days before the event for a full refund. This draft is not the current official Venue B policy.,synthetic.venue-b-draft#chunk-0000,Older draft for Venue B in Pune says cancellation can occur 2 calendar days before the event for a full refund. This draft is not the current official Venue B policy.,synthetic://flowcontext/venue-b-draft,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-remove-003,selective,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-remove-003,selective,2,mock-claim-intent-999e5e3d6d,Older draft for Venue B in Pune says cancellation can occur 2 calendar days before the event for a full refund. This draft is not the current official Venue B policy.,synthetic.venue-b-draft#chunk-0000,Older draft for Venue B in Pune says cancellation can occur 2 calendar days before the event for a full refund. This draft is not the current official Venue B policy.,synthetic://flowcontext/venue-b-draft,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-entity-004,full,1,mock-claim-intent-3bee12d108,Venue A in Pune accommodates up to 30 attendees. Venue A includes a projector and a small breakout room.,synthetic.venue-options#chunk-0000,Venue A in Pune accommodates up to 30 attendees. Venue A includes a projector and a small breakout room.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-entity-004,full,2,mock-claim-intent-c73a444da6,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-entity-004,selective,1,mock-claim-intent-3bee12d108,Venue A in Pune accommodates up to 30 attendees. Venue A includes a projector and a small breakout room.,synthetic.venue-options#chunk-0000,Venue A in Pune accommodates up to 30 attendees. Venue A includes a projector and a small breakout room.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-entity-004,selective,2,mock-claim-intent-c73a444da6,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-unanswerable-topic-005,full,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-unanswerable-topic-005,selective,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-conflict-006,full,1,mock-claim-intent-d01480f1ea,Older draft cancellation guidance: cancel a workshop booking at least 3 calendar days before the event for a full refund. This draft is not the current official policy.,synthetic.cancellation-draft#chunk-0000,Older draft cancellation guidance: cancel a workshop booking at least 3 calendar days before the event for a full refund. This draft is not the current official policy.,synthetic://flowcontext/cancellation-draft,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-conflict-006,full,2,mock-claim-intent-d01480f1ea,Older draft cancellation guidance: cancel a workshop booking at least 3 calendar days before the event for a full refund. This draft is not the current official policy.,synthetic.cancellation-draft#chunk-0000,Older draft cancellation guidance: cancel a workshop booking at least 3 calendar days before the event for a full refund. This draft is not the current official policy.,synthetic://flowcontext/cancellation-draft,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-conflict-006,selective,1,mock-claim-intent-d01480f1ea,Older draft cancellation guidance: cancel a workshop booking at least 3 calendar days before the event for a full refund. This draft is not the current official policy.,synthetic.cancellation-draft#chunk-0000,Older draft cancellation guidance: cancel a workshop booking at least 3 calendar days before the event for a full refund. This draft is not the current official policy.,synthetic://flowcontext/cancellation-draft,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-untouched-conflict-006,selective,2,mock-claim-intent-d01480f1ea,Older draft cancellation guidance: cancel a workshop booking at least 3 calendar days before the event for a full refund. This draft is not the current official policy.,synthetic.cancellation-draft#chunk-0000,Older draft cancellation guidance: cancel a workshop booking at least 3 calendar days before the event for a full refund. This draft is not the current official policy.,synthetic://flowcontext/cancellation-draft,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
